payment_id,customer_id,staff_id,rental_id,amount,payment_date,last_update,rental_date,inventory_id,return_date,PaymentMethod,Rental_Duration
630,23,2,15532,2.99,2006-02-14 00:00:00.000,2006-02-15 00:00:00.000,2006-02-14 00:00:00.000,1061,2005-06-02 00:00:00.000,"Cash",-257
639,24,2,4378,2.99,2005-07-07 00:00:00.000,2006-02-15 00:00:00.000,2005-07-07 00:00:00.000,1244,2005-07-12 00:00:00.000,"Cash",5
5358,198,2,639,2.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,4204,2005-05-29 00:00:00.000,"Cash",1
7611,281,2,650,2.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,4384,2005-05-29 00:00:00.000,"Cash",1
7182,266,2,651,2.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,739,2005-05-30 00:00:00.000,"Cash",2
657,25,2,1033,2.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,14,2005-06-02 00:00:00.000,"Cash",2
666,25,2,4404,2.99,2005-07-07 00:00:00.000,2006-02-15 00:00:00.000,2005-07-07 00:00:00.000,944,2005-07-13 00:00:00.000,"Cash",6
13056,484,2,668,2.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,3528,2005-05-29 00:00:00.000,"Cash",1
669,25,2,6905,2.99,2005-07-12 00:00:00.000,2006-02-15 00:00:00.000,2005-07-12 00:00:00.000,763,2005-07-18 00:00:00.000,"Cash",6
675,25,2,10103,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,77,2005-08-05 00:00:00.000,"Cash",5
3000,112,2,701,2.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,372,2005-06-03 00:00:00.000,"Cash",5
6921,257,2,705,2.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,2809,2005-05-30 00:00:00.000,"Cash",1
13407,498,2,718,2.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,1736,2005-06-02 00:00:00.000,"Cash",4
8724,323,2,729,2.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,1688,2005-06-04 00:00:00.000,"Cash",6
15423,576,2,755,2.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,3090,2005-06-01 00:00:00.000,"Cash",3
774,28,2,12190,2.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,2464,2005-08-27 00:00:00.000,"Cash",9
15048,562,2,788,2.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,763,2005-05-31 00:00:00.000,"Cash",2
798,29,2,8673,2.99,2005-07-29 00:00:00.000,2006-02-15 00:00:00.000,2005-07-29 00:00:00.000,2167,2005-08-03 00:00:00.000,"Cash",5
804,29,2,11962,2.99,2005-08-17 00:00:00.000,2006-02-15 00:00:00.000,2005-08-17 00:00:00.000,4384,2005-08-21 00:00:00.000,"Cash",4
819,30,2,1895,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,680,2005-06-26 00:00:00.000,"Cash",9
831,30,2,7394,2.99,2005-07-27 00:00:00.000,2006-02-15 00:00:00.000,2005-07-27 00:00:00.000,2399,2005-08-04 00:00:00.000,"Cash",8
837,30,2,9309,2.99,2005-07-30 00:00:00.000,2006-02-15 00:00:00.000,2005-07-30 00:00:00.000,3616,2005-08-07 00:00:00.000,"Cash",8
3060,114,2,889,2.99,2005-05-30 00:00:00.000,2006-02-15 00:00:00.000,2005-05-30 00:00:00.000,1299,2005-05-31 00:00:00.000,"Cash",1
6981,259,2,901,2.99,2005-05-30 00:00:00.000,2006-02-15 00:00:00.000,2005-05-30 00:00:00.000,760,2005-06-02 00:00:00.000,"Cash",3
918,33,2,10335,2.99,2005-08-01 00:00:00.000,2006-02-15 00:00:00.000,2005-08-01 00:00:00.000,323,2005-08-05 00:00:00.000,"Cash",4
936,34,2,7015,2.99,2005-07-27 00:00:00.000,2006-02-15 00:00:00.000,2005-07-27 00:00:00.000,376,2005-07-28 00:00:00.000,"Cash",1
12780,473,2,942,2.99,2005-05-30 00:00:00.000,2006-02-15 00:00:00.000,2005-05-30 00:00:00.000,4279,2005-06-08 00:00:00.000,"Cash",9
945,34,2,12286,2.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,3729,2005-08-18 00:00:00.000,"Cash",0
960,35,2,3597,2.99,2005-07-06 00:00:00.000,2006-02-15 00:00:00.000,2005-07-06 00:00:00.000,4080,2005-07-13 00:00:00.000,"Cash",7
11241,416,2,1031,2.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,917,2005-06-06 00:00:00.000,"Cash",6
1044,38,2,5460,2.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,2410,2005-07-12 00:00:00.000,"Cash",3
1056,38,2,10111,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,3474,2005-08-06 00:00:00.000,"Cash",6
12162,451,2,1113,2.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,2078,2005-06-05 00:00:00.000,"Cash",5
1143,41,2,12147,2.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,705,2005-08-23 00:00:00.000,"Cash",5
5658,209,2,1143,2.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,2632,2005-06-06 00:00:00.000,"Cash",6
3666,136,2,1150,2.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,1632,2005-06-03 00:00:00.000,"Cash",3
6762,251,2,1155,2.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,2048,2005-06-04 00:00:00.000,"Cash",4
1170,42,2,10345,2.99,2005-08-01 00:00:00.000,2006-02-15 00:00:00.000,2005-08-01 00:00:00.000,3985,2005-08-04 00:00:00.000,"Cash",3
15927,595,2,1170,2.99,2005-06-14 00:00:00.000,2006-02-15 00:00:00.000,2005-06-14 00:00:00.000,2444,2005-06-17 00:00:00.000,"Cash",3
5178,191,2,1173,2.99,2005-06-14 00:00:00.000,2006-02-15 00:00:00.000,2005-06-14 00:00:00.000,1050,2005-06-19 00:00:00.000,"Cash",5
2577,95,2,1174,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,2653,2005-06-21 00:00:00.000,"Cash",6
1200,43,2,15945,2.99,2005-08-23 00:00:00.000,2006-02-15 00:00:00.000,2005-08-23 00:00:00.000,3633,2005-08-28 00:00:00.000,"Cash",5
2739,102,2,1215,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,242,2005-06-19 00:00:00.000,"Cash",4
1227,44,2,15054,2.99,2005-08-22 00:00:00.000,2006-02-15 00:00:00.000,2005-08-22 00:00:00.000,2314,2005-08-25 00:00:00.000,"Cash",3
10770,398,2,1228,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,4473,2005-06-17 00:00:00.000,"Cash",2
1248,45,2,11483,2.99,2005-08-02 00:00:00.000,2006-02-15 00:00:00.000,2005-08-02 00:00:00.000,1586,2005-08-11 00:00:00.000,"Cash",9
14529,540,2,1263,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,4144,2005-06-16 00:00:00.000,"Cash",1
1266,46,2,3855,2.99,2005-07-06 00:00:00.000,2006-02-15 00:00:00.000,2005-07-06 00:00:00.000,2931,2005-07-12 00:00:00.000,"Cash",6
1272,46,2,9806,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,245,2005-08-04 00:00:00.000,"Cash",4
1311,47,2,15846,2.99,2005-08-23 00:00:00.000,2006-02-15 00:00:00.000,2005-08-23 00:00:00.000,3635,2005-08-27 00:00:00.000,"Cash",4
15711,587,2,1330,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,1219,2005-06-24 00:00:00.000,"Cash",9
9534,353,2,1359,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,3140,2005-06-17 00:00:00.000,"Cash",2
1365,50,2,3169,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,2437,2005-06-25 00:00:00.000,"Cash",5
1380,50,2,10046,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,4302,2005-08-03 00:00:00.000,"Cash",3
1389,50,2,15138,2.99,2005-08-22 00:00:00.000,2006-02-15 00:00:00.000,2005-08-22 00:00:00.000,2467,2005-08-27 00:00:00.000,"Cash",5
10155,375,2,1404,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,2776,2005-06-16 00:00:00.000,"Cash",1
1446,52,2,12200,2.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,840,2005-08-18 00:00:00.000,"Cash",0
1449,52,2,14820,2.99,2005-08-22 00:00:00.000,2006-02-15 00:00:00.000,2005-08-22 00:00:00.000,1409,2005-08-23 00:00:00.000,"Cash",1
1467,53,2,5185,2.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,357,2005-07-10 00:00:00.000,"Cash",1
11559,428,2,1471,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,565,2005-06-24 00:00:00.000,"Cash",9
1476,53,2,13789,2.99,2005-08-20 00:00:00.000,2006-02-15 00:00:00.000,2005-08-20 00:00:00.000,2523,2005-08-25 00:00:00.000,"Cash",5
15399,575,2,1494,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,244,2005-06-19 00:00:00.000,"Cash",4
1503,54,2,11887,2.99,2005-08-17 00:00:00.000,2006-02-15 00:00:00.000,2005-08-17 00:00:00.000,3290,2005-08-19 00:00:00.000,"Cash",2
15024,561,2,1505,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,2961,2005-06-17 00:00:00.000,"Cash",2
4059,149,2,1521,2.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,4299,2005-06-18 00:00:00.000,"Cash",3
1527,55,2,9798,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,3759,2005-08-01 00:00:00.000,"Cash",1
2940,109,2,1581,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,4004,2005-06-18 00:00:00.000,"Cash",2
1605,58,2,9561,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,1079,2005-08-03 00:00:00.000,"Cash",3
1626,59,2,4148,2.99,2005-07-07 00:00:00.000,2006-02-15 00:00:00.000,2005-07-07 00:00:00.000,260,2005-07-09 00:00:00.000,"Cash",2
8853,328,2,1670,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,2066,2005-06-19 00:00:00.000,"Cash",3
1680,61,2,11379,2.99,2005-08-02 00:00:00.000,2006-02-15 00:00:00.000,2005-08-02 00:00:00.000,251,2005-08-07 00:00:00.000,"Cash",5
6873,255,2,1681,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,530,2005-06-19 00:00:00.000,"Cash",3
13086,485,2,1684,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,806,2005-06-19 00:00:00.000,"Cash",3
1695,62,2,3843,2.99,2005-07-06 00:00:00.000,2006-02-15 00:00:00.000,2005-07-06 00:00:00.000,3844,2005-07-07 00:00:00.000,"Cash",1
7497,277,2,1717,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,3007,2005-06-19 00:00:00.000,"Cash",3
1722,63,2,9938,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,2871,2005-08-09 00:00:00.000,"Cash",9
15426,576,2,1742,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,2772,2005-06-17 00:00:00.000,"Cash",1
6720,249,2,1753,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,3817,2005-06-21 00:00:00.000,"Cash",5
14118,525,2,1772,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,1269,2005-06-24 00:00:00.000,"Cash",8
8727,323,2,1786,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,263,2005-06-19 00:00:00.000,"Cash",3
7653,283,2,1796,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,3229,2005-06-20 00:00:00.000,"Cash",4
11583,429,2,1798,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,1654,2005-06-20 00:00:00.000,"Cash",4
3417,127,2,1803,2.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,3784,2005-06-21 00:00:00.000,"Cash",5
1812,66,2,11360,2.99,2005-08-02 00:00:00.000,2006-02-15 00:00:00.000,2005-08-02 00:00:00.000,1750,2005-08-04 00:00:00.000,"Cash",2
1830,67,2,5399,2.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,261,2005-07-10 00:00:00.000,"Cash",1
1842,67,2,13837,2.99,2005-08-20 00:00:00.000,2006-02-15 00:00:00.000,2005-08-20 00:00:00.000,3220,2005-08-22 00:00:00.000,"Cash",2
3507,130,2,1864,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,1815,2005-06-24 00:00:00.000,"Cash",7
5181,191,2,1870,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,895,2005-06-17 00:00:00.000,"Cash",0
7281,269,2,1909,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,2599,2005-06-19 00:00:00.000,"Cash",2
2328,86,2,1924,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,2577,2005-06-18 00:00:00.000,"Cash",1
1926,71,2,8128,2.99,2005-07-28 00:00:00.000,2006-02-15 00:00:00.000,2005-07-28 00:00:00.000,2872,2005-08-06 00:00:00.000,"Cash",9
14142,526,2,1972,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,2758,2005-06-24 00:00:00.000,"Cash",7
1974,73,2,4327,2.99,2005-07-07 00:00:00.000,2006-02-15 00:00:00.000,2005-07-07 00:00:00.000,860,2005-07-12 00:00:00.000,"Cash",5
12930,479,2,1987,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,110,2005-06-23 00:00:00.000,"Cash",6
1992,73,2,16002,2.99,2005-08-23 00:00:00.000,2006-02-15 00:00:00.000,2005-08-23 00:00:00.000,2770,2005-08-27 00:00:00.000,"Cash",4
6270,233,2,1992,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,636,2005-06-19 00:00:00.000,"Cash",2
2001,74,2,5603,2.99,2005-07-10 00:00:00.000,2006-02-15 00:00:00.000,2005-07-10 00:00:00.000,1308,2005-07-12 00:00:00.000,"Cash",2
3192,119,2,2009,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,1902,2005-06-18 00:00:00.000,"Cash",1
2037,75,2,6852,2.99,2005-07-12 00:00:00.000,2006-02-15 00:00:00.000,2005-07-12 00:00:00.000,2182,2005-07-13 00:00:00.000,"Cash",1
13332,495,2,2074,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,71,2005-06-20 00:00:00.000,"Cash",3
2097,77,2,6390,2.99,2005-07-11 00:00:00.000,2006-02-15 00:00:00.000,2005-07-11 00:00:00.000,3057,2005-07-15 00:00:00.000,"Cash",4
15564,581,2,2101,2.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,2137,2005-06-20 00:00:00.000,"Cash",3
2112,77,2,15359,2.99,2005-08-22 00:00:00.000,2006-02-15 00:00:00.000,2005-08-22 00:00:00.000,4505,2005-08-29 00:00:00.000,"Cash",7
2118,78,2,4627,2.99,2005-07-08 00:00:00.000,2006-02-15 00:00:00.000,2005-07-08 00:00:00.000,2383,2005-07-13 00:00:00.000,"Cash",5
2139,78,2,14620,2.99,2005-08-21 00:00:00.000,2006-02-15 00:00:00.000,2005-08-21 00:00:00.000,3272,2005-08-22 00:00:00.000,"Cash",1
2148,79,2,3178,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,3517,2005-06-23 00:00:00.000,"Cash",3
2154,79,2,5205,2.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,161,2005-07-13 00:00:00.000,"Cash",4
7629,282,2,2176,2.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,4201,2005-06-21 00:00:00.000,"Cash",3
2187,80,2,12468,2.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,1689,2005-08-24 00:00:00.000,"Cash",6
2256,83,2,6861,2.99,2005-07-12 00:00:00.000,2006-02-15 00:00:00.000,2005-07-12 00:00:00.000,354,2005-07-13 00:00:00.000,"Cash",1
2283,84,2,6259,2.99,2005-07-11 00:00:00.000,2006-02-15 00:00:00.000,2005-07-11 00:00:00.000,3007,2005-07-13 00:00:00.000,"Cash",2
10620,392,2,2289,2.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,2030,2005-06-24 00:00:00.000,"Cash",6
2298,84,2,13115,2.99,2005-08-19 00:00:00.000,2006-02-15 00:00:00.000,2005-08-19 00:00:00.000,1961,2005-08-20 00:00:00.000,"Cash",1
10371,383,2,2318,2.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,2328,2005-06-23 00:00:00.000,"Cash",5
2421,89,2,5436,2.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,2364,2005-07-13 00:00:00.000,"Cash",4
4773,176,2,2427,2.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,4278,2005-06-27 00:00:00.000,"Cash",9
9837,364,2,2442,2.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,4045,2005-06-22 00:00:00.000,"Cash",4
9069,336,2,2475,2.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,889,2005-06-21 00:00:00.000,"Cash",3
2475,91,2,4103,2.99,2005-07-07 00:00:00.000,2006-02-15 00:00:00.000,2005-07-07 00:00:00.000,3632,2005-07-12 00:00:00.000,"Cash",5
2484,91,2,6860,2.99,2005-07-12 00:00:00.000,2006-02-15 00:00:00.000,2005-07-12 00:00:00.000,2907,2005-07-18 00:00:00.000,"Cash",6
2490,91,2,9228,2.99,2005-07-30 00:00:00.000,2006-02-15 00:00:00.000,2005-07-30 00:00:00.000,2325,2005-08-05 00:00:00.000,"Cash",6
13119,486,2,2566,2.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,495,2005-06-25 00:00:00.000,"Cash",6
3561,132,2,2608,2.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,1618,2005-06-24 00:00:00.000,"Cash",5
2634,97,2,8438,2.99,2005-07-29 00:00:00.000,2006-02-15 00:00:00.000,2005-07-29 00:00:00.000,720,2005-08-04 00:00:00.000,"Cash",6
2658,98,2,11200,2.99,2005-08-02 00:00:00.000,2006-02-15 00:00:00.000,2005-08-02 00:00:00.000,2730,2005-08-07 00:00:00.000,"Cash",5
2673,99,2,5035,2.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,3699,2005-07-16 00:00:00.000,"Cash",7
8880,329,2,2702,2.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,1736,2005-06-20 00:00:00.000,"Cash",1
11037,408,2,2728,2.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,775,2005-06-22 00:00:00.000,"Cash",3
2760,102,2,9617,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,529,2005-08-02 00:00:00.000,"Cash",2
11625,431,2,2761,2.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,2134,2005-06-20 00:00:00.000,"Cash",1
15795,590,2,2775,2.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,672,2005-06-26 00:00:00.000,"Cash",7
5331,197,2,2781,2.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,1230,2005-06-27 00:00:00.000,"Cash",8
2784,103,2,6949,2.99,2005-07-26 00:00:00.000,2006-02-15 00:00:00.000,2005-07-26 00:00:00.000,1594,2005-07-30 00:00:00.000,"Cash",4
2805,104,2,3273,2.99,2005-06-21 00:00:00.000,2006-02-15 00:00:00.000,2005-06-21 00:00:00.000,3538,2005-06-23 00:00:00.000,"Cash",2
9219,341,2,2829,2.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,2047,2005-06-24 00:00:00.000,"Cash",5
2862,106,2,9072,2.99,2005-07-30 00:00:00.000,2006-02-15 00:00:00.000,2005-07-30 00:00:00.000,4536,2005-08-04 00:00:00.000,"Cash",5
5808,214,2,2868,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,1213,2005-06-25 00:00:00.000,"Cash",5
4347,160,2,2873,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,3321,2005-06-25 00:00:00.000,"Cash",5
2886,107,2,6131,2.99,2005-07-11 00:00:00.000,2006-02-15 00:00:00.000,2005-07-11 00:00:00.000,3313,2005-07-14 00:00:00.000,"Cash",3
2895,107,2,9351,2.99,2005-07-30 00:00:00.000,2006-02-15 00:00:00.000,2005-07-30 00:00:00.000,2063,2005-08-02 00:00:00.000,"Cash",3
5838,215,2,2918,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,1985,2005-06-21 00:00:00.000,"Cash",1
8172,301,2,2925,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,804,2005-06-22 00:00:00.000,"Cash",2
2925,108,2,11759,2.99,2005-08-17 00:00:00.000,2006-02-15 00:00:00.000,2005-08-17 00:00:00.000,2655,2005-08-19 00:00:00.000,"Cash",2
2928,108,2,13754,2.99,2005-08-20 00:00:00.000,2006-02-15 00:00:00.000,2005-08-20 00:00:00.000,1740,2005-08-22 00:00:00.000,"Cash",2
6138,228,2,2934,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,697,2005-06-22 00:00:00.000,"Cash",2
2958,109,2,15677,2.99,2005-08-23 00:00:00.000,2006-02-15 00:00:00.000,2005-08-23 00:00:00.000,2050,2005-08-27 00:00:00.000,"Cash",4
10788,399,2,2961,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,4539,2005-06-24 00:00:00.000,"Cash",4
2979,111,2,3333,2.99,2005-06-21 00:00:00.000,2006-02-15 00:00:00.000,2005-06-21 00:00:00.000,3688,2005-06-25 00:00:00.000,"Cash",4
2988,111,2,10039,2.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,4391,2005-08-01 00:00:00.000,"Cash",1
2994,111,2,13251,2.99,2005-08-19 00:00:00.000,2006-02-15 00:00:00.000,2005-08-19 00:00:00.000,4216,2005-08-20 00:00:00.000,"Cash",1
10647,393,2,3001,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,2941,2005-06-28 00:00:00.000,"Cash",8
7929,293,2,3025,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,1309,2005-06-22 00:00:00.000,"Cash",2
3039,113,2,5189,2.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,2539,2005-07-14 00:00:00.000,"Cash",5
13011,482,2,3048,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,4389,2005-06-26 00:00:00.000,"Cash",6
8913,330,2,3061,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,4202,2005-06-22 00:00:00.000,"Cash",2
3075,114,2,7565,2.99,2005-07-27 00:00:00.000,2006-02-15 00:00:00.000,2005-07-27 00:00:00.000,1028,2005-07-30 00:00:00.000,"Cash",3
3102,115,2,6113,2.99,2005-07-11 00:00:00.000,2006-02-15 00:00:00.000,2005-07-11 00:00:00.000,4437,2005-07-20 00:00:00.000,"Cash",9
3120,115,2,13056,2.99,2006-02-14 00:00:00.000,2006-02-15 00:00:00.000,2006-02-14 00:00:00.000,3751,2005-08-28 00:00:00.000,"Cash",-170
3129,116,2,3940,2.99,2005-07-06 00:00:00.000,2006-02-15 00:00:00.000,2005-07-06 00:00:00.000,1502,2005-07-07 00:00:00.000,"Cash",1
3132,116,2,5169,2.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,2608,2005-07-10 00:00:00.000,"Cash",1
10206,377,2,3136,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,3349,2005-06-22 00:00:00.000,"Cash",2
3141,116,2,12376,2.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,852,2005-08-20 00:00:00.000,"Cash",2
3165,117,2,14854,2.99,2005-08-22 00:00:00.000,2006-02-15 00:00:00.000,2005-08-22 00:00:00.000,1989,2005-08-23 00:00:00.000,"Cash",1
12339,457,2,3184,2.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,3179,2005-06-29 00:00:00.000,"Cash",9
3207,119,2,11377,2.99,2005-08-02 00:00:00.000,2006-02-15 00:00:00.000,2005-08-02 00:00:00.000,3334,2005-08-08 00:00:00.000,"Cash",6
3246,120,2,13167,2.99,2005-08-19 00:00:00.000,2006-02-15 00:00:00.000,2005-08-19 00:00:00.000,557,2005-08-23 00:00:00.000,"Cash",4
